rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Notre Dame,,24.6,3-2,3,2,40.9,17.1,24.8,24.5,5,0.75
2,Ohio State,,22.9,5-0,5,0,37.1,15.2,22.7,23.3,4,0.6
3,Alabama,,22.7,4-1,4,1,38.4,14.4,19.6,24.7,5,0.75
4,Texas A&M,,20.6,5-0,5,0,35.4,14.6,18.6,21.3,5,0.75
5,Miami,,20.3,5-0,5,0,35.8,17.1,21.5,19.4,4,0.6
6,Ole Miss,,19.3,5-0,5,0,40.1,19.8,17.3,20.9,5,0.75
7,USC,,17.7,4-1,4,1,43.0,23.4,14.3,20.1,5,0.75
8,Oklahoma,,17.7,5-0,5,0,30.5,14.2,16.8,17.1,4,0.6
9,Indiana,,17.7,5-0,5,0,34.5,18.7,19.3,16.4,4,0.6
10,Georgia,,17.5,4-1,4,1,35.3,19.0,18.2,17.4,4,0.6
11,Michigan,,16.1,4-1,4,1,34.5,17.9,14.3,17.2,5,0.75
12,Vanderbilt,,15.9,5-1,5,1,40.9,24.3,14.5,16.6,5,0.75
13,Oregon,,15.8,5-0,5,0,37.0,21.0,15.2,17.1,4,0.6
14,LSU,,15.6,4-1,4,1,32.5,18.7,15.6,14.9,4,0.6
15,Texas Tech,,15.6,5-0,5,0,31.2,18.7,18.1,13.0,4,0.6
16,Tennessee,,15.4,4-1,4,1,35.3,20.0,13.6,16.2,4,0.6
17,Auburn,,14.6,3-2,3,2,30.6,16.2,12.3,14.8,5,0.75
18,Florida State,,14.4,3-2,3,2,34.0,19.2,13.5,15.0,4,0.6
19,Texas,,13.5,3-2,3,2,31.5,16.8,11.4,15.3,5,0.75
20,Louisville,,12.8,4-1,4,1,29.9,18.3,13.4,12.4,4,0.6
21,Florida,,12.0,2-3,2,3,32.6,20.5,9.1,12.8,4,0.6
22,Utah,,11.9,4-1,4,1,31.4,20.5,11.8,11.4,4,0.6
23,Missouri,,11.7,5-0,5,0,31.7,20.1,10.7,12.3,4,0.6
24,Illinois,,11.4,5-1,5,1,32.8,25.9,16.6,7.4,5,0.75
25,Arkansas,,11.3,2-3,2,3,37.0,25.6,7.9,11.9,4,0.6
26,Virginia,,11.2,5-1,5,1,35.0,24.5,11.6,10.4,5,0.75
27,Washington,,10.8,4-1,4,1,35.3,25.1,10.3,10.9,4,0.6
28,Kansas,,10.8,4-2,4,2,36.2,25.6,9.8,11.1,5,0.75
29,Penn State,,10.1,3-2,3,2,31.5,21.1,7.3,11.7,4,0.6
30,South Carolina,,10.0,3-2,3,2,29.1,18.3,8.2,11.5,4,0.6
31,TCU,,9.3,4-1,4,1,32.8,25.5,10.5,8.1,4,0.6
32,Arizona State,,9.0,4-1,4,1,27.8,20.9,8.5,7.6,4,0.6
33,BYU,,8.9,5-0,5,0,30.4,22.6,11.9,7.9,4,0.6
34,Mississippi State,,8.4,4-2,4,2,31.4,22.9,6.9,8.5,5,0.75
35,NC State,,8.4,4-2,4,2,32.8,23.4,5.8,9.5,5,0.75
36,Nebraska,,7.9,4-1,4,1,28.5,21.0,7.9,7.9,4,0.6
37,SMU,,7.5,3-2,3,2,29.3,22.0,6.5,8.1,4,0.6
38,Duke,,7.4,4-2,4,2,32.1,26.0,9.5,6.3,5,0.75
39,Cincinnati,,7.4,4-1,4,1,33.2,26.6,6.6,6.8,4,0.6
40,Memphis,,7.0,6-0,6,0,30.2,24.6,9.9,5.6,5,0.75
41,Old Dominion,,7.0,4-1,4,1,32.0,24.2,6.0,7.6,4,0.6
42,Georgia Tech,,6.9,5-0,5,0,31.5,25.6,6.0,6.4,4,0.6
43,Iowa State,,6.8,5-1,5,1,29.6,24.8,9.8,5.0,5,0.75
44,Baylor,,6.1,4-2,4,2,37.0,29.9,3.5,7.4,5,0.75
45,Iowa,,5.6,3-2,3,2,23.5,20.0,10.5,3.8,4,0.6
46,Kansas State,,5.6,2-4,2,4,26.5,21.8,5.6,5.3,5,0.75
47,Pittsburgh,,4.8,3-2,3,2,26.9,21.8,3.3,5.2,4,0.6
48,Boise State,,4.8,3-2,3,2,27.3,22.1,3.6,5.6,4,0.6
