rank,team,conference,power_rating,record,wins,losses,off_rating,def_rating,srs,epa_rating,games,blend_weight
1,Notre Dame,,27.9,4-2,4,2,42.5,14.5,27.5,28.3,6,0.9
2,Ohio State,,25.4,6-0,6,0,37.5,14.0,27.2,24.4,5,0.75
3,Texas A&M,,23.8,6-0,6,0,38.9,13.3,20.3,25.8,6,0.9
4,Indiana,,21.8,6-0,6,0,36.5,15.3,21.8,21.5,5,0.75
5,Alabama,,21.7,5-1,5,1,39.7,15.8,17.7,24.3,6,0.9
6,USC,,21.4,5-1,5,1,48.1,22.1,14.3,26.1,6,0.9
7,Texas Tech,,21.0,6-0,6,0,33.2,14.2,22.8,19.2,5,0.75
8,Miami,,20.9,5-0,5,0,36.1,17.2,22.6,19.6,4,0.6
9,Utah,,18.1,5-1,5,1,38.2,20.2,17.2,18.3,5,0.75
10,Georgia,,18.0,5-1,5,1,34.9,18.4,19.7,17.2,5,0.75
11,Oregon,,17.4,5-1,5,1,37.1,17.7,14.4,20.1,5,0.75
12,Ole Miss,,17.0,6-0,6,0,38.5,20.0,14.4,18.7,6,0.9
13,Oklahoma,,16.6,5-1,5,1,29.7,12.1,13.4,18.1,5,0.75
14,Florida State,,15.9,3-3,3,3,37.0,19.6,13.2,17.6,5,0.75
15,Texas,,15.6,4-2,4,2,32.5,15.7,13.7,17.0,6,0.9
16,Washington,,15.2,5-1,5,1,37.0,22.4,15.4,15.1,5,0.75
17,Tennessee,,15.0,5-1,5,1,36.2,20.4,12.6,16.5,5,0.75
18,LSU,,14.5,5-1,5,1,31.5,17.8,14.1,14.3,5,0.75
19,Auburn,,14.4,3-3,3,3,29.4,12.9,10.5,16.6,6,0.9
20,Missouri,,14.2,5-1,5,1,33.8,17.9,11.1,16.3,5,0.75
21,Michigan,,13.6,4-2,4,2,34.2,17.9,9.2,16.5,6,0.9
22,Florida,,13.2,2-4,2,4,33.1,19.5,10.9,14.1,5,0.75
23,Vanderbilt,,13.0,5-1,5,1,38.9,25.5,12.0,13.5,5,0.75
24,Louisville,,12.8,4-1,4,1,29.6,17.9,13.2,12.5,4,0.6
25,Illinois,,12.7,5-2,5,2,35.4,25.2,15.9,10.3,6,0.9
26,Arkansas,,11.8,2-4,2,4,40.3,28.0,8.9,12.7,5,0.75
27,BYU,,11.0,6-0,6,0,32.4,21.8,12.5,10.8,5,0.75
28,Kansas,,10.8,4-3,4,3,38.4,26.7,9.0,11.8,6,0.9
29,South Florida,,10.5,5-1,5,1,31.4,22.4,11.3,8.9,5,0.75
30,Virginia,,9.9,5-1,5,1,35.4,26.4,10.5,9.0,5,0.75
31,South Carolina,,9.3,3-3,3,3,28.4,17.6,6.9,11.2,5,0.75
32,NC State,,9.1,4-3,4,3,31.4,20.4,5.7,11.1,6,0.9
33,Georgia Tech,,8.8,6-0,6,0,33.6,24.9,7.5,9.0,5,0.75
34,SMU,,8.6,4-2,4,2,30.3,20.8,6.3,10.0,5,0.75
35,Pittsburgh,,8.2,4-2,4,2,30.8,21.5,5.8,9.3,5,0.75
36,Iowa,,8.1,4-2,4,2,24.3,18.7,12.9,5.7,5,0.75
37,TCU,,8.1,4-2,4,2,33.1,25.8,8.2,7.7,5,0.75
38,Penn State,,7.5,3-3,3,3,31.4,22.9,4.5,9.4,5,0.75
39,Duke,,7.4,4-2,4,2,32.8,26.2,9.1,6.7,5,0.75
40,Cincinnati,,7.3,5-1,5,1,34.0,27.1,6.5,7.0,5,0.75
41,Nebraska,,7.1,5-1,5,1,29.7,22.2,6.1,7.7,5,0.75
42,Mississippi State,,6.9,4-2,4,2,31.1,24.4,5.5,6.8,5,0.75
43,Old Dominion,,6.9,4-2,4,2,32.9,23.3,2.9,9.6,5,0.75
44,Memphis,,6.7,6-0,6,0,30.0,25.0,10.0,5.0,5,0.75
45,Iowa State,,6.7,5-2,5,2,29.9,24.8,9.1,5.2,6,0.9
46,Boise State,,6.7,4-2,4,2,26.9,21.0,7.5,6.2,5,0.75
47,Baylor,,6.2,4-2,4,2,37.1,29.4,2.6,8.0,5,0.75
48,Arizona State,,6.0,4-2,4,2,25.3,20.8,5.9,5.0,5,0.75
49,Clemson,,5.4,3-3,3,3,27.9,22.3,4.7,5.8,6,0.9
50,Arizona,,4.5,4-2,4,2,25.1,21.5,4.3,3.9,5,0.75
51,Kansas State,,4.5,3-4,3,4,25.7,22.3,5.8,3.7,6,0.9
52,Maryland,,4.4,4-2,4,2,23.1,19.6,5.5,3.6,5,0.75
53,Wake Forest,,3.7,4-2,4,2,24.3,19.0,1.9,5.1,5,0.75
54,Tulane,,3.6,5-1,5,1,25.3,22.7,4.7,2.7,6,0.9
55,Colorado,,2.8,3-4,3,4,28.8,26.8,4.0,2.0,7,1.0
56,North Texas,,2.4,5-1,5,1,33.9,31.1,2.5,2.5,5,0.75
57,Kentucky,,1.9,2-3,2,3,25.2,23.7,1.6,1.7,5,0.75
58,UTSA,,1.8,3-3,3,3,25.2,21.8,-1.2,3.5,5,0.75
59,James Madison,,1.8,5-1,5,1,22.6,20.6,2.0,2.0,5,0.75
60,East Carolina,,1.8,3-3,3,3,27.3,25.9,2.9,1.2,5,0.75
61,UCF,,1.7,3-3,3,3,25.3,22.9,-1.0,2.8,5,0.75
62,Toledo,,1.2,3-3,3,3,24.5,22.4,0.3,2.1,5,0.75
63,Purdue,,0.2,2-4,2,4,27.1,25.8,-0.7,1.1,5,0.75
64,San Diego State,,0.1,5-1,5,1,23.8,23.4,-0.0,-0.0,5,0.75
65,Washington State,,-0.3,3-3,3,3,26.0,28.2,3.7,-2.2,5,0.75
66,Rutgers,,-1.0,3-3,3,3,32.0,35.6,3.1,-3.5,5,0.75
67,West Virginia,,-1.1,2-4,2,4,24.1,24.6,-1.9,-0.5,5,0.75
68,Minnesota,,-1.1,4-2,4,2,23.8,26.3,0.9,-2.4,5,0.75
69,Houston,,-1.4,5-1,5,1,19.4,24.9,3.6,-5.3,5,0.75
70,UCLA,,-1.8,2-4,2,4,27.5,28.7,-3.0,-1.1,6,0.9
71,Ohio,,-1.8,3-3,3,3,22.0,24.2,-0.3,-2.2,5,0.75
72,Navy,,-1.9,6-0,6,0,31.1,31.4,-4.2,-0.2,5,0.75
73,Wisconsin,,-2.1,2-4,2,4,25.1,27.0,-2.9,-1.8,6,0.9
74,Northwestern,,-2.1,4-2,4,2,24.1,25.9,-2.1,-1.9,5,0.75
75,Virginia Tech,,-2.5,2-5,2,5,30.7,31.8,-4.5,-1.1,6,0.9
76,Colorado State,,-2.8,2-4,2,4,28.5,30.3,-4.3,-2.1,5,0.75
77,Michigan State,,-2.8,3-3,3,3,24.3,25.4,-6.2,-1.1,5,0.75
78,UNLV,,-3.1,6-0,6,0,28.1,31.1,-1.3,-3.2,5,0.75
79,California,,-4.1,4-2,4,2,21.2,25.6,-4.1,-4.3,5,0.75
80,Army,,-4.2,3-3,3,3,23.8,28.2,-2.5,-4.5,5,0.75
81,Texas State,,-4.3,3-3,3,3,32.1,37.0,-2.8,-5.0,5,0.75
82,Syracuse,,-4.6,3-3,3,3,23.9,29.9,-1.6,-6.1,5,0.75
83,Troy,,-4.8,4-2,4,2,19.8,25.8,-2.9,-6.0,5,0.75
84,Marshall,,-5.0,3-3,3,3,22.7,29.5,-0.7,-7.0,5,0.75
85,Louisiana Tech,,-5.0,4-2,4,2,19.1,24.8,-3.4,-6.1,5,0.75
86,South Alabama,,-5.2,1-5,1,5,28.1,32.3,-6.8,-4.1,5,0.75
87,Western Michigan,,-5.3,4-3,4,3,14.0,19.1,-4.6,-5.3,6,0.9
88,Utah State,,-5.5,3-3,3,3,25.7,30.9,-6.1,-5.5,5,0.75
89,Kennesaw State,,-5.6,4-2,4,2,24.1,31.2,-2.9,-7.7,5,0.75
90,Liberty,,-5.7,2-4,2,4,23.9,26.9,-9.9,-3.1,5,0.75
91,New Mexico,,-6.2,3-3,3,3,25.8,33.4,-3.4,-8.1,5,0.75
92,San José State,,-6.7,2-4,2,4,25.2,31.1,-8.5,-6.0,5,0.75
93,Bowling Green,,-6.9,3-3,3,3,22.6,30.2,-4.6,-7.8,5,0.75
94,UConn,,-7.6,4-2,4,2,25.0,33.2,-6.7,-8.3,5,0.75
95,Boston College,,-7.7,1-5,1,5,25.6,30.5,-12.3,-4.9,5,0.75
96,Stanford,,-7.8,2-4,2,4,21.0,27.8,-9.6,-6.8,6,0.9
97,Temple,,-7.8,3-3,3,3,22.7,30.6,-7.9,-8.4,5,0.75
98,North Carolina,,-8.0,2-3,2,3,24.8,30.6,-11.3,-5.7,4,0.6
99,Coastal Carolina,,-8.1,3-3,3,3,17.4,25.1,-8.0,-8.0,5,0.75
100,Delaware,,-8.7,3-2,3,2,25.4,33.7,-9.2,-8.3,4,1.0
101,Southern Miss,,-9.0,4-2,4,2,20.6,29.2,-8.3,-9.3,5,0.75
102,Wyoming,,-9.1,3-3,3,3,16.1,24.8,-9.2,-9.0,5,0.75
103,Air Force,,-9.6,1-5,1,5,34.2,43.8,-9.5,-9.8,5,0.75
104,Fresno State,,-10.2,5-2,5,2,18.1,29.2,-8.7,-11.2,6,0.9
105,Northern Illinois,,-10.8,1-5,1,5,17.4,27.6,-10.7,-10.6,5,0.75
106,Western Kentucky,,-10.8,5-1,5,1,21.9,33.7,-7.0,-12.2,5,0.75
107,Miami (OH),,-10.8,3-3,3,3,17.1,28.2,-8.1,-11.4,5,0.75
108,App State,,-11.1,4-2,4,2,18.8,31.5,-7.3,-13.0,5,0.75
109,Georgia State,,-11.3,1-5,1,5,22.4,32.1,-12.8,-10.2,5,0.75
110,Oregon State,,-11.4,0-7,0,7,24.6,34.8,-13.0,-10.3,7,1.0
111,Hawai'i,,-11.7,5-2,5,2,16.4,31.3,-7.2,-15.0,6,0.9
112,Florida Atlantic,,-11.8,3-3,3,3,22.8,32.0,-15.3,-9.6,5,0.75
113,UL Monroe,,-12.0,3-3,3,3,22.2,33.9,-12.7,-12.0,5,0.75
114,Missouri State,,-12.1,3-3,3,3,20.2,33.8,-10.0,-13.6,5,1.0
115,Buffalo,,-13.1,3-3,3,3,16.2,30.8,-9.5,-15.0,5,0.75
116,Louisiana,,-13.1,2-4,2,4,20.0,34.7,-9.3,-14.9,5,0.75
117,UTEP,,-13.4,1-5,1,5,12.2,23.7,-16.6,-11.8,5,0.75
118,Jacksonville State,,-13.5,3-3,3,3,22.4,36.2,-11.4,-14.1,5,0.75
119,Georgia Southern,,-14.0,2-4,2,4,24.4,37.9,-14.1,-13.7,5,0.75
120,Arkansas State,,-14.6,2-4,2,4,15.2,32.4,-9.3,-17.5,5,0.75
121,Middle Tennessee,,-14.7,1-5,1,5,20.5,34.7,-16.1,-14.5,5,0.75
122,UAB,,-14.9,2-4,2,4,23.4,36.3,-19.1,-13.1,5,0.75
123,Central Michigan,,-15.1,3-3,3,3,18.6,34.2,-14.4,-16.1,5,0.75
124,New Mexico State,,-15.6,3-2,3,2,17.4,34.0,-13.2,-17.5,4,0.6
125,Kent State,,-15.8,2-4,2,4,15.9,34.4,-10.1,-19.4,5,0.75
126,Oklahoma State,,-16.6,1-5,1,5,17.0,34.6,-14.4,-17.8,5,0.75
127,Rice,,-17.9,3-4,3,4,13.1,31.8,-16.9,-18.9,6,0.9
128,Florida International,,-18.0,2-3,2,3,15.8,31.3,-20.4,-16.4,4,0.6
129,Ball State,,-18.4,2-4,2,4,16.4,36.1,-14.4,-20.3,5,0.75
130,Tulsa,,-18.5,2-4,2,4,13.1,32.7,-16.6,-20.2,5,0.75
131,Nevada,,-18.8,1-5,1,5,14.8,33.6,-18.3,-19.2,5,0.75
132,Eastern Michigan,,-19.4,2-5,2,5,20.7,41.5,-16.4,-21.1,6,0.9
133,Charlotte,,-20.8,1-5,1,5,14.4,33.8,-22.7,-19.9,5,0.75
134,Massachusetts,,-22.8,0-6,0,6,14.2,37.2,-21.7,-23.6,5,0.75
135,Sam Houston,,-24.2,0-6,0,6,11.5,38.3,-19.9,-26.9,6,0.9
136,Akron,,-25.7,2-5,2,5,12.3,41.4,-20.1,-29.4,6,0.9
